....................
KOD,SIMPLE_NAM
0303429000,"ТУНЕЦ ЖЕЛТОПЕРЫЙ(THUNNUS ALBACARES), МОРОЖЕНЫЙ, ПРОЧИЙ"
030343,"СКИПДЖЕК ИЛИ ТУНЕЦ ПОЛОСАТЫЙ, МОРОЖЕНЫЙ, ЗА ИСКЛЮЧЕНИЕМ ПЕЧЕНИ, ИКРЫ И МОЛОК"
03034310,"СКИПДЖЕК, ИЛИ ТУНЕЦ ПОЛОСАТЫЙ, ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, МОРОЖЕНЫЙ"
0303431000,"СКИПДЖЕК, ИЛИ ТУНЕЦ ПОЛОСАТЫЙ, ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, МОРОЖЕНЫЙ"
03034390,"ПРОЧИЙ ТУНЕЦ, МОРОЖЕНЫЙ"
0303439000,"ПРОЧИЙ ТУНЕЦ, МОРОЖЕНЫЙ"
030344,"ТУНЕЦ БОЛЬШЕГЛАЗЫЙ (THUNNUS OBESUS) , МОРОЖЕНЫЙ, ЗА ИСКЛЮЧЕНИЕМ ПЕЧЕНИ,  ИКРЫ И МОЛОК"
03034410,"ТУНЕЦ БОЛЬШЕГЛАЗЫЙ (THUNNUS OBESUS), ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604"
0303441000,"ТУНЕЦ БОЛЬШЕГЛАЗЫЙ (THUNNUS OBESUS), ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604"
03034490,ПРОЧИЙ ТУНЕЦ БОЛЬШЕГЛАЗЫЙ (THUNNUS OBESUS)
0303449000,ПРОЧИЙ ТУНЕЦ БОЛЬШЕГЛАЗЫЙ (THUNNUS OBESUS)
030345,"ТУНЕЦ СИНИЙ, ИЛИ ОБЫКНОВЕННЫЙ, И ТУНЕЦ ТИХООКЕАНСКИЙ ГОЛУБОЙ (THUNNUS THYNNUS, THUNNUS ORIENTALIS) МОРОЖЕНЫЙ, ЗА ИСКЛЮЧЕНИЕМ ПЕЧЕНИ ИКРЫ И МОЛОК"
03034512,"ТУНЕЦ СИНИЙ, ИЛИ ОБЫКНОВЕННЫЙ (THUNNUS THYNNUS), ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, МОРОЖЕНЫЙ"
0303451200,"ТУНЕЦ СИНИЙ, ИЛИ ОБЫКНОВЕННЫЙ (THUNNUS THYNNUS), ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, МОРОЖЕНЫЙ"
03034518,"ПРОЧИЙ, ТУНЕЦ СИНИЙ, ИЛИ ОБЫКНОВЕННЫЙ (THUNNUS THYNNUS), МОРОЖЕНЫЙ"
0303451800,"ПРОЧИЙ, ТУНЕЦ СИНИЙ, ИЛИ ОБЫКНОВЕННЫЙ (THUNNUS THYNNUS), МОРОЖЕНЫЙ"
03034591,"ТУНЕЦ ТИХООКЕАНСКИЙ ГОЛУБОЙ (THUNNUS ORIENTALIS), ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, МОРОЖЕНЫЙ"
0303459100,"ТУНЕЦ ТИХООКЕАНСКИЙ ГОЛУБОЙ (THUNNUS ORIENTALIS), ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, МОРОЖЕНЫЙ"
03034599,"ПРОЧИЙ ТУНЕЦ ТИХООКЕАНСКИЙ ГОЛУБОЙ (THUNNUS ORIENTALIS), МОРОЖЕНЫЙ"
0303459900,"ПРОЧИЙ ТУНЕЦ ТИХООКЕАНСКИЙ ГОЛУБОЙ (THUNNUS ORIENTALIS), МОРОЖЕНЫЙ"
030346,"ТУНЕЦ ЮЖНЫЙ СИНИЙ (THUNNUS MACCOYII): МОРОЖЕНЫЙ, ЗА ИСКЛЮЧЕНИЕМ ПЕЧЕНИ,  ИКРЫ И МОЛОК"
03034610,"ТУНЕЦ ЮЖНЫЙ СИНИЙ (THUNNUS MACCOYII), ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, МОРОЖЕНЫЙ"
0303461000,"ТУНЕЦ ЮЖНЫЙ СИНИЙ (THUNNUS MACCOYII), ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, МОРОЖЕНЫЙ"
03034690,ПРОЧИЙ ТУНЕЦ ЮЖНЫЙ (THUNNUS MACCOYII)
0303469000,ПРОЧИЙ ТУНЕЦ ЮЖНЫЙ (THUNNUS MACCOYII)
030349,"ТУНЕЦ ПРОЧИЙ, МОРОЖЕНЫЙ, ЗА ИСКЛЮЧЕНИЕМ ПЕЧЕНИ, ИКРЫ И МОЛОК"
03034920,"ПРОЧИЙ ТУНЕЦ (РОДА THUNNUS), СКИПДЖЕК, ИЛИ ТУНЕЦ ПОЛОСАТЫЙ (EUTHYNNUS (KATSUWONUS) PELAMIS), ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, МОРОЖЕНЫЙ"
0303492000,"ПРОЧИЙ ТУНЕЦ (РОДА THUNNUS), СКИПДЖЕК, ИЛИ ТУНЕЦ ПОЛОСАТЫЙ (EUTHYNNUS (KATSUWONUS) PELAMIS), ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, МОРОЖЕНЫЙ"
03034985,"ПРОЧИЙ ТУНЕЦ (РОДА THUNNUS), СКИПДЖЕК, ИЛИ ТУНЕЦ ПОЛОСАТЫЙ (EUTHYNNUS (KATSUWONUS) PELAMIS), ПРОЧИЙ, МОРОЖЕНЫЙ"
0303498500,"ПРОЧИЙ ТУНЕЦ (РОДА THUNNUS), СКИПДЖЕК, ИЛИ ТУНЕЦ ПОЛОСАТЫЙ (EUTHYNNUS (KATSUWONUS) PELAMIS), ПРОЧИЙ, МОРОЖЕНЫЙ"
030351,"РЫБА МОРОЖЕННАЯ,ЗА ИСКЛ.РЫБН.ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРН.ПОЗ.0304,СЕЛЬД (CLUPEA HARENGUS, CLUPEA PALLASII)"
03035100,"РЫБА МОРОЖЕННАЯ,ЗА ИСКЛ.РЫБН.ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРН.ПОЗ.0304,СЕЛЬД (CLUPEA HARENGUS, CLUPEA PALLASII)"
0303510000,"РЫБА МОРОЖЕННАЯ,ЗА ИСКЛ.РЫБН.ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРН.ПОЗ.0304,СЕЛЬД (CLUPEA HARENGUS, CLUPEA PALLASII)"
030353,"САРДИНЫ (SARDINA PILCHARDUS, SARDINOPS SPP.), САРДИНЕЛЛА (SARDINELLA SPP.), КИЛЬКИ ИЛИ ШПРОТЫ (SPRATTUS SPRATTUS) МОРОЖЕНЫЕ"
03035310,"САРДИНЫ ВИДА SARDINA PILCHARDUS, МОРОЖЕНАЯ"
0303531000,"САРДИНЫ ВИДА SARDINA PILCHARDUS, МОРОЖЕНАЯ"
03035330,"САРДИНЫ РОДА SARDINOPS; САРДИНЕЛЛА (SARDINELLA SPP.), МОРОЖЕНАЯ"
0303533000,"САРДИНЫ РОДА SARDINOPS; САРДИНЕЛЛА (SARDINELLA SPP.), МОРОЖЕНАЯ"
03035390,"КИЛЬКИ ИЛИ ШПРОТЫ (SPRATTUS SPRATTUS), МОРОЖЕНЫЕ"
0303539000,"КИЛЬКИ ИЛИ ШПРОТЫ (SPRATTUS SPRATTUS), МОРОЖЕНЫЕ"
030354,"СКУМБРИЯ (SCOMBER SCOMBRUS, SCOMBER AUSTRALASICUS, SCOMBER JAPONICUS) МОРОЖЕНАЯ"
03035410,"СКУМБРИЯ ВИДА SCOMBER SCOMBRUS ИЛИ SCOMBER JAPONICUS, МОРОЖЕНАЯ"
0303541000,"СКУМБРИЯ ВИДА SCOMBER SCOMBRUS ИЛИ SCOMBER JAPONICUS, МОРОЖЕНАЯ"
03035490,"СКУМБРИЯ ВИДА SCOMBER AUSTRALASICUS, МОРОЖЕНАЯ"
0303549000,"СКУМБРИЯ ВИДА SCOMBER AUSTRALASICUS, МОРОЖЕНАЯ"
030355,СТАВРИДА (TRACHURUS SPP.) МОРОЖЕНАЯ
03035510,"СТАВРИДА ОБЫКНОВЕННАЯ (TRACHURUS TRACHURUS), МОРОЖЕНАЯ"
0303551000,"СТАВРИДА ОБЫКНОВЕННАЯ (TRACHURUS TRACHURUS), МОРОЖЕНАЯ"
03035530,"СТАВРИДА ПЕРУАНСКАЯ (TRACHURUS MURPHYI), МОРОЖЕНАЯ"
0303553000,"СТАВРИДА ПЕРУАНСКАЯ (TRACHURUS MURPHYI), МОРОЖЕНАЯ"
03035590,РЫБА МОРОЖЕНАЯ: ПРОЧАЯ СТАВРИДА (TRACHURUS SPP.)
0303559001,"СТАВРИДА ВИДА CARANX TRAHURUS, ПРОЧАЯ, МОРОЖЕНАЯ"
0303559009,"СТАВРИДА (TRACHURUS SPP.), ПРОЧАЯ, МОРОЖЕНАЯ"
030356,"КОБИЯ (RACHYCENTRON CANADUM), МОРОЖЕНАЯ"
03035600,"КОБИЯ (RACHYCENTRON CANADUM), МОРОЖЕНАЯ"
0303560000,"КОБИЯ (RACHYCENTRON CANADUM), МОРОЖЕНАЯ"
030357,"МЕЧ-РЫБА (XIPHIAS GLADIUS), МОРОЖЕНАЯ"
03035700,"МЕЧ-РЫБА (XIPHIAS GLADIUS), МОРОЖЕНАЯ"
0303570000,"МЕЧ-РЫБА (XIPHIAS GLADIUS), МОРОЖЕНАЯ"
030363,"ТРЕСКА (GADUS MORHUA, GADUS OGAC, GADUS MACROCEРHALUS) МОРОЖЕНАЯ"
03036310,"ТРЕСКА (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS), ВИДА GADUS MORHUA, МОРОЖЕНАЯ"
0303631000,"ТРЕСКА (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS), ВИДА GADUS MORHUA, МОРОЖЕНАЯ"
03036330,"ТРЕСКА (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS), ВИДА GADUS OGAC, МОРОЖЕНАЯ"
0303633000,"ТРЕСКА (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS), ВИДА GADUS OGAC, МОРОЖЕНАЯ"
03036390,"ТРЕСКА (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS), ВИДА GADUS MACROCEPHALUS, МОРОЖЕНАЯ"
0303639000,"ТРЕСКА (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS), ВИДА GADUS MACROCEPHALUS, МОРОЖЕНАЯ"
030364,"ПИКША (MELANOGRAMMUS AEGLEFINUS), МОРОЖЕНАЯ"
03036400,"ПИКША (MELANOGRAMMUS AEGLEFINUS), МОРОЖЕНАЯ"
0303640000,"ПИКША (MELANOGRAMMUS AEGLEFINUS), МОРОЖЕНАЯ"
030365,"САЙДА (POLLACHIUS VIRENS), МОРОЖЕНАЯ"
03036500,"САЙДА (POLLACHIUS VIRENS), МОРОЖЕНАЯ"
0303650000,"САЙДА (POLLACHIUS VIRENS), МОРОЖЕНАЯ"
030366,МЕРЛУЗА (MERLUCCIUS SPP.) И АМЕРИКАНСКИЙ НИТЕПЕРЫЙ НАЛИМ (UROPHYCIS SPP.) МОРОЖЕНЫЕ
03036611,"МЕРЛУЗА КАПСКАЯ (МЕЛКОВОДНАЯ) (MERLUCCIUS CAPENSIS) И МЕРЛУЗА НАМИБИЙСКАЯ (ГЛУБОКОВОДНАЯ) (MERLUCCIUS PARADOXUS), МОРОЖЕНАЯ"
0303661100,"МЕРЛУЗА КАПСКАЯ (МЕЛКОВОДНАЯ) (MERLUCCIUS CAPENSIS) И МЕРЛУЗА НАМИБИЙСКАЯ (ГЛУБОКОВОДНАЯ) (MERLUCCIUS PARADOXUS), МОРОЖЕНАЯ"
03036612,"МЕРЛУЗА АРГЕНТИНСКАЯ (MERLUCCIUS HUBBSI), МОРОЖЕНАЯ"
0303661200,"МЕРЛУЗА АРГЕНТИНСКАЯ (MERLUCCIUS HUBBSI), МОРОЖЕНАЯ"
03036613,"МЕРЛУЗА НОВОЗЕЛАНДСКАЯ (MERLUCCIUS AUSTRALIS), МОРОЖЕНАЯ"
0303661300,"МЕРЛУЗА НОВОЗЕЛАНДСКАЯ (MERLUCCIUS AUSTRALIS), МОРОЖЕНАЯ"
03036619,"ПРОЧАЯ МЕРЛУЗА РОДА MERLUCCIUS, МОРОЖЕНАЯ"
0303661900,"ПРОЧАЯ МЕРЛУЗА РОДА MERLUCCIUS, МОРОЖЕНАЯ"
03036690,"АМЕРИКАНСКИЙ НИТЕПЕРЫЙ НАЛИМ РОДА UROPHYCIS, МОРОЖЕНЫЙ"
0303669000,"АМЕРИКАНСКИЙ НИТЕПЕРЫЙ НАЛИМ РОДА UROPHYCIS, МОРОЖЕНЫЙ"
030367,"МИНТАЙ (THERAGRA CHALCOGRAMMA), МОРОЖЕНЫЙ"
03036700,"МИНТАЙ (THERAGRA CHALCOGRAMMA), МОРОЖЕНЫЙ"
0303670000,"МИНТАЙ (THERAGRA CHALCOGRAMMA), МОРОЖЕНЫЙ"
030368,"ПУТАССУ (MICROMESISTIUS POUTASSOU, MICROMESISTIUS AUSTRALIS) МОРОЖЕНАЯ"
03036810,"ПУТАССУ СЕВЕРНАЯ (MICROMESISTIUS POUTASSOU), МОРОЖЕНЫЙ"
0303681000,"ПУТАССУ СЕВЕРНАЯ (MICROMESISTIUS POUTASSOU), МОРОЖЕНЫЙ"
03036890,"ПУТАССУ ЮЖНАЯ (MICROMESISTIUS AUSTRALIS), МОРОЖЕНЫЙ"
0303689000,"ПУТАССУ ЮЖНАЯ (MICROMESISTIUS AUSTRALIS), МОРОЖЕНЫЙ"
030369,"ПРОЧАЯ РЫБА СЕМЕЙСТВ BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE И MURAENOLEPIDIDAE МОРОЖЕНАЯ"
03036910,"ПРОЧАЯ РЫБА ВИДА BOREOGADUS SAIDA, МОРОЖЕНАЯ"
0303691000,"ПРОЧАЯ РЫБА ВИДА BOREOGADUS SAIDA, МОРОЖЕНАЯ"
03036930,"МЕРЛАНГ (MERLANGIUS MERLANGUS), МОРОЖЕНАЯ"
0303693000,"МЕРЛАНГ (MERLANGIUS MERLANGUS), МОРОЖЕНАЯ"
03036950,"САЙДА СЕРЕБРИСТАЯ (POLLACHIUS POLLACHIUS), МОРОЖЕНАЯ"
0303695000,"САЙДА СЕРЕБРИСТАЯ (POLLACHIUS POLLACHIUS), МОРОЖЕНАЯ"
03036970,"МАКРУРОНУС НОВОЗЕЛАНДСКИЙ (MACRURONUS NOVAEZEALANDIAE), МОРОЖЕНЫЙ"
0303697000,"МАКРУРОНУС НОВОЗЕЛАНДСКИЙ (MACRURONUS NOVAEZEALANDIAE), МОРОЖЕНЫЙ"
03036980,"МОЛЬВА (MOLVA SPP.), МОРОЖЕНЫЙ"
0303698000,"МОЛЬВА (MOLVA SPP.), МОРОЖЕНЫЙ"
03036990,"ПРОЧАЯ РЫБА СЕМЕЙСТВ BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE И MURAENOLEPIDIDAE, ПРОЧАЯ, МОРОЖЕНАЯ"
0303699000,"ПРОЧАЯ РЫБА СЕМЕЙСТВ BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE И MURAENOLEPIDIDAE, ПРОЧАЯ, МОРОЖЕНАЯ"
030381,АКУЛЫ МОРОЖЕНЫЕ
03038110,"АКУЛА ВИДА SQUALUS ACANTHIAS, МОРОЖЕНАЯ"
0303811000,"АКУЛА ВИДА SQUALUS ACANTHIAS, МОРОЖЕНАЯ"
03038150,"АКУЛА ВИДА SCYLIORHINUS SPP., МОРОЖЕНАЯ"
0303815000,"АКУЛА ВИДА SCYLIORHINUS SPP., МОРОЖЕНАЯ"
03038160,"АКУЛА СЕЛЬДЕВАЯ (LAMNA NASUS), МОРОЖЕНАЯ"
0303816000,"АКУЛА СЕЛЬДЕВАЯ (LAMNA NASUS), МОРОЖЕНАЯ"
03038190,"ПРОЧИЕ АКУЛЫ, МОРОЖЕНЫЕ"
0303819000,"ПРОЧИЕ АКУЛЫ, МОРОЖЕНЫЕ"
030382,"СКАТОВЫЕ, ИЛИ РОМБОВЫЕ СКАТЫ (RAJIDAE), МОРОЖЕНЫЕ"
03038200,"СКАТОВЫЕ, ИЛИ РОМБОВЫЕ СКАТЫ (RAJIDAE), МОРОЖЕНЫЕ"
0303820000,"СКАТОВЫЕ, ИЛИ РОМБОВЫЕ СКАТЫ (RAJIDAE), МОРОЖЕНЫЕ"
030383,"КЛЫКАЧ (DISSOSTICHUS SPP.), МОРОЖЕНЫЙ"
03038300,"КЛЫКАЧ (DISSOSTICHUS SPP.), МОРОЖЕНЫЙ"
0303830000,"КЛЫКАЧ (DISSOSTICHUS SPP.), МОРОЖЕНЫЙ"
030384,ЛАВРАК (DICENTRARCHUS SPP.) МОРОЖЕНЫЙ
03038410,"МОРСКОЙ ВОЛК (DICENTRARCHUS LABRAX), МОРОЖЕНЫЙ"
0303841000,"МОРСКОЙ ВОЛК (DICENTRARCHUS LABRAX), МОРОЖЕНЫЙ"
03038490,"ЛАВРАК (DICENTRARCHUS SPP.), ПРОЧИЙ, МОРОЖЕНЫЙ"
0303849000,"ЛАВРАК (DICENTRARCHUS SPP.), ПРОЧИЙ, МОРОЖЕНЫЙ"
030389,ПРОЧАЯ РЫБА МОРОЖЕНАЯ
03038910,"РЫБА МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304: ПРОЧАЯ ПРЕСНОВОДНАЯ РЫБА"
0303891010,"НЕРАЗДЕЛАННЫЕ РЫБЫ, ОСЕТРОВЫЕ, ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, ПРЕСНОВОДНЫЕ, МОРОЖЕННЫЕ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304"
0303891020,"РЫБЫ БЕЗ ЖАБР И ВНУТРЕННОСТЕЙ, ОСЕТРОВЫЕ ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, ПРЕСНОВОДНЫЕ, МОРОЖЕННЫЕ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304"
0303891030,"РЫБЫ ПРОЧЕЙ РАЗДЕЛКИ, ОСЕТРОВЫЕ ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, ПРЕСНОВОДНЫЕ, МОРОЖЕННЫЕ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304"
0303891080,"ПРОЧИЕ, ОСЕТРОВЫЕ, ПРЕСНОВОДНЫЕ РЫБЫ, МОРОЖЕННЫЕ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304"
0303891090,"ПРОЧАЯ ПРЕСНОВОДНАЯ РЫБА, МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304"
03038921,"ПРОЧАЯ, РЫБА РОДА EUTHYNNUS, КРОМЕ СКИПДЖЕКА, ИЛИ ТУНЦА ПОЛОСАТОГО (EUTHYNNUS (KATSUWONUS) РELAMIS), СУБПОЗИЦИИ 0303 43, ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604"
0303892100,"ПРОЧАЯ, РЫБА РОДА EUTHYNNUS, КРОМЕ СКИПДЖЕКА, ИЛИ ТУНЦА ПОЛОСАТОГО (EUTHYNNUS (KATSUWONUS) РELAMIS), СУБПОЗИЦИИ 0303 43, ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604"
0303892101,"ПРОЧАЯ, РЫБА РОДА EUTHYNNUS, КРОМЕ СКИПДЖЕКА, ИЛИ ТУНЦА ПОЛОСАТОГО (EUTHYNNUS (KATSUWONUS) PELAMIS), СУБПОЗИЦИИ 0303 43, ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, НЕРАЗДЕЛАННАЯ"
0303892102,"ПРОЧАЯ, РЫБА РОДА EUTHYNNUS, КРОМЕ СКИПДЖЕКА, ИЛИ ТУНЦА ПОЛОСАТОГО (EUTHYNNUS (KATSUWONUS) PELAMIS), СУБПОЗИЦИИ 0303 43, ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604,БЕЗ ЖАБР И ВНУТ."
0303892109,"ПРОЧАЯ, РЫБА РОДА EUTHYNNUS, КРОМЕ СКИПДЖЕКА, ИЛИ ТУНЦА ПОЛОСАТОГО (EUTHYNNUS (KATSUWONUS) PELAMIS), СУБПОЗ 0303 43, ДЛЯ ПРОМЫШЛЕННОГО ПР-ВА ПРОДУКТОВ ТОВ.ПОЗ.1604,ПРОЧЕЙ РАЗДЕЛКИ (НАПР., ОБЕЗГЛАВЛ.)"
03038929,"ПРОЧАЯ, РЫБА РОДА EUTHYNNUS, КРОМЕ СКИПДЖЕКА, ИЛИ ТУНЦА ПОЛОСАТОГО (EUTHYNNUS (KATSUWONUS) PELAMIS), СУБПОЗИЦИИ 0303 43, ПРОЧАЯ, МОРОЖЕНАЯ"
0303892900,"ПРОЧАЯ, РЫБА РОДА EUTHYNNUS, КРОМЕ СКИПДЖЕКА, ИЛИ ТУНЦА ПОЛОСАТОГО (EUTHYNNUS (KATSUWONUS) PELAMIS), СУБПОЗИЦИИ 0303 43, ПРОЧАЯ, МОРОЖЕНАЯ"
03038931,"ОКУНЬ МОРСКОЙ (SEBASTES SPP.), ВИДА SEBASTES MARINUS, МОРОЖЕНЫЙ"
0303893100,"ОКУНЬ МОРСКОЙ (SEBASTES SPP.), ВИДА SEBASTES MARINUS, МОРОЖЕНЫЙ"
03038939,"ПРОЧИЙ ОКУНЬ МОРСКОЙ (SEBASTES SPP.), МОРОЖЕНЫЙ"
0303893900,"ПРОЧИЙ ОКУНЬ МОРСКОЙ (SEBASTES SPP.), МОРОЖЕНЫЙ"
03038940,"РЫБА ВИДА ORCYNOPSIS UNICOLOR, МОРОЖЕНАЯ"
0303894000,"РЫБА ВИДА ORCYNOPSIS UNICOLOR, МОРОЖЕНАЯ"
03038945,"АНЧОУСЫ (ENGRAULIS SPP.), МОРОЖЕНЫЕ"
0303894500,"АНЧОУСЫ (ENGRAULIS SPP.), МОРОЖЕНЫЕ"
03038950,"КАРАСЬ МОРСКОЙ (DENTEX DENTEX И PAGELLUS SPP.), МОРОЖЕНАЯ"
0303895000,"КАРАСЬ МОРСКОЙ (DENTEX DENTEX И PAGELLUS SPP.), МОРОЖЕНАЯ"
03038955,"АУРАТА (SPARUS AURATA), МОРОЖЕНАЯ"
0303895500,"АУРАТА (SPARUS AURATA), МОРОЖЕНАЯ"
03038960,"ЛЕЩ МОРСКОЙ ОБЫКНОВЕННЫЙ (BRAMA SPP.), МОРОЖЕНЫЙ"
0303896000,"ЛЕЩ МОРСКОЙ ОБЫКНОВЕННЫЙ (BRAMA SPP.), МОРОЖЕНЫЙ"
03038965,"УДИЛЬЩИК (LOPHIUS SPP.), МОРОЖЕНЫЙ"
0303896500,"УДИЛЬЩИК (LOPHIUS SPP.), МОРОЖЕНЫЙ"
03038970,"КОНГРИО ЧЕРНЫЙ (GENYPTERUS BLACODES), МОРОЖЕНЫЙ"
0303897000,"КОНГРИО ЧЕРНЫЙ (GENYPTERUS BLACODES), МОРОЖЕНЫЙ"
03038990,ПРОЧАЯ РЫБА МОРОЖЕНАЯ
0303899001,"МОЙВА (MALLOTUS VILLOSUS), МОРОЖЕНАЯ"
0303899002,"РЫБА ПРОЧАЯ, МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304, РЫБА ВИДА KATHETOSTOMA GIGANTEUM"
0303899008,"РЫБА ПРОЧАЯ, МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304, ПРОЧАЯ"
0303899009,"РЫБА ПРОЧАЯ, МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304"
030390,"ПЕЧЕНЬ, ИКРА И МОЛОКИ МОРОЖЕНЫЕ"
03039010,ИКРА И МОЛОКИ ДЛЯ ПРОИЗВОДСТВА ДЕЗОКСИРИБОНУКЛЕИНОВОЙ КИСЛОТЫ ИЛИ СУЛЬФАТА ПРОТАМИНА
0303901000,ИКРА И МОЛОКИ ДЛЯ ПРОИЗВОДСТВА ДЕЗОКСИРИБОНУКЛЕИНОВОЙ КИСЛОТЫ ИЛИ СУЛЬФАТА ПРОТАМИНА
03039090,"ПРОЧИЕ ПЕЧЕНЬ, ИКРА И МОЛОКИ"
0303909000,"ПРОЧИЕ ПЕЧЕНЬ, ИКРА И МОЛОКИ"
0304,"ФИЛЕ РЫБНОЕ И ПРОЧЕЕ МЯСО РЫБЫ (ВКЛЮЧАЯ ФАРШ), СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ"
030431,"ФИЛЕ ТИЛАПИИ (OREOCHROMIS SPP.), СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ"
03043100,"ФИЛЕ ТИЛАПИИ (OREOCHROMIS SPP.), СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ"
