....................
KOD,SIMPLE_NAM
0207451009,"ПРОЧИЕ ЧАСТИ ТУШЕК, ОБВАЛЕННЫЕ, ЗАМОРОЖЕННЫЕ, ПРОЧИЕ"
02074521,"ПРОЧИЕ СУБПРОДУКТЫ УТОК, ЧАСТИ ТУШЕК: ПОЛОВИНЫ ИЛИ ЧЕТВЕРТИНЫ, ЗАМОРОЖЕННЫЕ"
0207452101,"ПРОЧИЕ ЧАСТИ ТУШЕК, НЕОБВАЛЕННЫЕ, ЗАМОРОЖЕННЫЕ"
0207452109,"ПРОЧИЕ ЧАСТИ ТУШЕК, НЕОБВАЛЕННЫЕ, ЗАМОРОЖЕННЫЕ, ПРОЧИЕ"
02074531,"ПРОЧИЕ СУБПРОДУКТЫ УТОК, ЧАСТИ ТУШЕК: КРЫЛЬЯ ЦЕЛЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО, ЗАМОРОЖЕННЫЕ"
0207453101,"КРЫЛЬЯ ЦЕЛЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО:"
0207453109,"КРЫЛЬЯ ЦЕЛЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО, ПРОЧИЕ"
02074541,"ПРОЧИЕ СУБПРОДУКТЫ УТОК, ЧАСТИ ТУШЕК: СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ, ЗАМОРОЖЕННЫЕ"
0207454101,"СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ, ЗАМОРОЖЕННЫЕ"
0207454109,"СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ, ЗАМОРОЖЕННЫЕ, ПРОЧИЕ"
02074551,НЕОБВАЛЕННЫЕ ЗАМОРОЖЕННЫЕ ЧАСТИ ТУШЕК УТОК: ГРУДКИ И КУСКИ ИЗ НИХ
0207455101,"ГРУДКИ И КУСКИ ИЗ НИХ, ПРОЧИЕ, ЗАМОРОЖЕННЫЕ"
0207455109,"ГРУДКИ И КУСКИ ИЗ НИХ, ПРОЧИЕ, ЗАМОРОЖЕННЫЕ, ПРОЧИЕ"
02074561,НЕОБВАЛЕННЫЕ ЗАМОРОЖЕННЫЕ ЧАСТИ ТУШЕК УТОК: НОЖКИ И КУСКИ ИЗ НИХ
0207456101,"НОЖКИ И КУСКИ ИЗ НИХ, ПРОЧИЕ, ЗАМОРОЖЕННЫЕ"
0207456109,"НОЖКИ И КУСКИ ИЗ НИХ, ПРОЧИЕ, ЗАМОРОЖЕННЫЕ, ПРОЧИЕ"
02074571,НЕОБВАЛЕННЫЕ ЗАМОРОЖЕННЫЕ ЧАСТИ ТУШЕК УТОК: ПАЛЕТОТЫ
0207457101,"ПАЛЕТОТЫ, ПРОЧИЕ, ЗАМОРОЖЕННЫЕ"
0207457109,"ПАЛЕТОТЫ, ПРОЧИЕ, ЗАМОРОЖЕННЫЕ, ПРОЧИЕ"
02074581,ПРОЧИЕ НЕОБВАЛЕННЫЕ ЗАМОРОЖЕННЫЕ ЧАСТИ ТУШЕК УТОК
0207458101,"ПРОЧИЕ ЧАСТИ ТУШЕК, ПРОЧИЕ, ЗАМОРОЖЕННЫЕ"
0207458109,"ЧАСТИ ТУШЕК, ПРОЧИЕ, ЗАМОРОЖЕННЫЕ"
02074593,НЕОБВАЛЕННЫЕ ЗАМОРОЖЕННЫЕ СУБПРОДУКТЫ УТОК: ЖИРНАЯ ПЕЧЕНЬ
0207459301,"ПРОЧАЯ ЖИРНАЯ ПЕЧЕНЬ, ЗАМОРОЖЕННАЯ"
0207459309,"ПРОЧАЯ ЖИРНАЯ ПЕЧЕНЬ, ПРОЧАЯ ЗАМОРОЖЕННАЯ"
02074595,ПРОЧАЯ ПЕЧЕНЬ УТОК НЕОБВАЛЕННЫЕ ЗАМОРОЖЕННЫЕ
0207459501,"ПЕЧЕНЬ ПРОЧАЯ, ЗАМОРОЖЕННАЯ"
0207459509,"ПЕЧЕНЬ ПРОЧАЯ, ЗАМОРОЖЕННАЯ, ПРОЧАЯ"
02074599,"ПРОЧИЕ ЧАСТИ УТОК НЕОБВАЛЕННЫЕ, ЗАМОРОЖЕННЫЕ"
0207459901,"СУБПРОДУКТЫ, ПРОЧИЕ, ЗАМОРОЖЕННЫЕ"
0207459909,"СУБПРОДУКТЫ, ПРОЧИЕ, ЗАМОРОЖЕННЫЕ, ПРОЧИЕ"
020751,"МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ГУСЕЙ НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02075110,"ГУСИ ОЩИПАННЫЕ, ОБЕСКРОВЛЕННЫЕ, НЕПОТРОШЕНЫЕ, С ГОЛОВОЙ И ПЛЮСНАМИ НОГ, ПРЕДСТАВЛЕННЫЕ КАК ""82%-НЫЕ ГУСИ"", НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
0207511001,"ГУСИ, ОЩИПАННЫЕ, ОБЕСКРОВЛЕННЫЕ, НЕПОТРОШЕНЫЕ, С ГОЛОВОЙ И ПЛЮСНАМИ НОГ, ПРЕДСТАВЛЕННЫЕ КАК ""82%-НЫЕ ГУСИ"",  НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ"
0207511009,"ПРОЧИЕ ГУСИ, НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ОЩИПАННЫЕ, ОБЕСКРОВЛЕННЫЕ, НЕПОТРОШЕНЫЕ, С ГОЛОВОЙ И ПЛЮСНАМИ НОГ, ПРЕДСТАВЛЕННЫЕ КАК ""82%-НЫЕ ГУСИ"""
02075190,"ГУСИ, ОЩИПАННЫЕ И ПОТРОШЕНЫЕ, БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ, С СЕРДЦЕМ И МУСКУЛЬНЫМ ЖЕЛУДКОМ ИЛИ БЕЗ НИХ, ПРЕДСТАВЛЕННЫЕ КАК ""75%-НЫЕ ГУСИ"", ИЛИ В КАКОЙ-ЛИБО ДРУГОЙ РАЗДЕЛКЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
0207519001,"ГУСИ ОЩИПАННЫЕ И ПОТРОШЕНЫЕ, БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ, С СЕРДЦЕМ И МУСКУЛЬНЫМ ЖЕЛУДКОМ ИЛИ БЕЗ НИХ, ПРЕДСТАВЛЕННЫЕ КАК ""75%-НЫЕ ГУСИ"",  СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМП. ОРГ."
0207519009,"ГУСИ ОЩИПАННЫЕ И ПОТРОШЕНЫЕ, БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ, С СЕРДЦЕМ И МУСКУЛЬНЫМ ЖЕЛУДКОМ ИЛИ БЕЗ НИХ, ПРЕДСТАВЛЕННЫЕ КАК ""75%-НЫЕ ГУСИ"", ИЛИ ПРЕДСТАВЛЕННЫЕ В КАКОЙ-ЛИБО ДРУГОЙ РАЗДЕЛКЕ, СВЕЖИЕ ИЛИ ОХЛАЖД"
020752,"МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ГУСЕЙ НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, ЗАМОРОЖЕННЫЕ"
02075210,"ГУСИ, ОЩИПАННЫЕ, ОБЕСКРОВЛЕННЫЕ, НЕПОТРОШЕНЫЕ, С ГОЛОВОЙ И ПЛЮСНАМИ НОГ, ПРЕДСТАВЛЕННЫЕ КАК ""82%-НЫЕ ГУСИ"", НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, ЗАМОРОЖЕННЫЕ"
0207521001,"ГУСИ НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, ЗАМОРОЖЕННЫЕ, ОЩИПАННЫЕ, ОБЕСКРОВЛЕННЫЕ, НЕПОТРОШЕНЫЕ, С ГОЛОВОЙ И ПЛЮСНАМИ НОГ, ПРЕДСТАВЛЕННЫЕ КАК ""82%-НЫЕ ГУСИ"",  ПРИ НАЛИЧИИ ЛИЦЕНЗИИ"
0207521009,"ПРОЧИЕ ГУСИ НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, ЗАМОРОЖЕННЫЕ, ОЩИПАННЫЕ, ОБЕСКРОВЛЕННЫЕ, НЕПОТРОШЕНЫЕ, С ГОЛОВОЙ И ПЛЮСНАМИ НОГ, ПРЕДСТАВЛЕННЫЕ КАК ""82%-НЫЕ ГУСИ"""
02075290,"ГУСИ, ОЩИПАННЫЕ И ПОТРОШЕНЫЕ, БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ, C СЕРДЦЕМ И МУСКУЛЬНЫМ ЖЕЛУДКОМ ИЛИ БЕЗ НИХ, ПРЕДСТАВЛЕННЫЕ КАК ""75%-НЫЕ ГУСИ"" ИЛИ В ДР.РАЗДЕЛКЕ, НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, ЗАМОРОЖЕННЫЕ"
0207529001,"ГУСИ ОЩИПАННЫЕ И ПОТРОШЕНЫЕ, БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ, C СЕРДЦЕМ И МУСКУЛЬНЫМ ЖЕЛУДКОМ ИЛИ БЕЗ НИХ, ПРЕДСТАВЛЕННЫЕ КАК ""75%-НЫЕ ГУСИ"",  ЗАМОРОЖЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ"
0207529009,"ПРОЧИЕ ГУСИ ОЩИПАННЫЕ И ПОТРОШЕНЫЕ, БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ, C СЕРДЦЕМ И МУСКУЛЬНЫМ ЖЕЛУДКОМ ИЛИ БЕЗ НИХ, ПРЕДСТАВЛЕННЫЕ КАК ""75%-НЫЕ ГУСИ"",  ЗАМОРОЖЕННЫЕ"
020753,"ЖИРНАЯ ПЕЧЕНЬ ГУСЕЙ, СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
02075300,"ЖИРНАЯ ПЕЧЕНЬ ГУСЕЙ, СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
0207530001,"ГУСИНАЯ ЖИРНАЯ ПЕЧЕНЬ, СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207530009,"ПРОЧАЯ ЖИРНАЯ ПЕЧЕНЬ ГУСИНАЯ, СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
020754,"МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ГУСЕЙ ПРОЧИЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02075410,"ЧАСТИ ТУШЕК ГУСЕЙ: МЯСО ОБВАЛЕННОЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
0207541001,"ЧАСТИ ТУШЕК ГУСЯ ОБВАЛЕННЫЕ,  ПРОЧИЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207541009,"ПРОЧИЕ ЧАСТИ ТУШЕК ГУСЯ ОБВАЛЕННЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02075421,"ЧАСТИ ТУШЕК ГУСЕЙ: ПОЛОВИНЫ ИЛИ ЧЕТВЕРТИНЫ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
0207542101,"ПОЛОВИНЫ ИЛИ ЧЕТВЕРТИНЫ ГУСЯ НЕОБВАЛЕННЫЕ, ПРОЧИЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207542109,"ПРОЧИЕ ПОЛОВИНЫ ИЛИ ЧЕТВЕРТИНЫ ГУСЯ НЕОБВАЛЕННЫЕ,, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02075431,"ЧАСТИ ТУШЕК ГУСЕЙ: КРЫЛЬЯ ЦЕЛЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
0207543101,"КРЫЛЬЯ ЦЕЛЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО, ГУСИНЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207543109,"ПРОЧИЕ КРЫЛЬЯ ЦЕЛЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО, ГУСИНЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02075441,"ЧАСТИ ТУШЕК ГУСЕЙ: СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
0207544101,"СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ, ГУСИНЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207544109,"ПРОЧИЕ СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ, ГУСИНЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02075451,"ЧАСТИ ТУШЕК ГУСЕЙ: ГРУДКИ И КУСКИ ИЗ НИХ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
0207545101,"ГРУДКИ И КУСКИ ИЗ НИХ, ГУСИНЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207545109,"ПРОЧИЕ ГРУДКИ И КУСКИ ИЗ НИХ, ГУСИНЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02075461,"ЧАСТИ ТУШЕК ГУСЕЙ: НОЖКИ И КУСКИ ИЗ НИХ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
0207546101,"НОЖКИ И КУСКИ ИЗ НИХ, ГУСИНЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207546109,"ПРОЧИЕ НОЖКИ И КУСКИ ИЗ НИХ, ГУСИНЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02075471,"ЧАСТИ ТУШЕК ГУСЕЙ: ПАЛЕТОТЫ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
0207547101,"ПАЛЕТОТЫ ГУСИНЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207547109,"ПРОЧИЕ ПАЛЕТОТЫ ГУСИНЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02075481,"ПРОЧИЕ ЧАСТИ ТУШЕК ГУСЕЙ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
0207548101,"ПРОЧИЕ ЧАСТИ ТУШЕК ГУСЯ, НЕОБВАЛЕННЫЕ, ПРОЧИЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207548109,"ПРОЧИЕ ЧАСТИ ТУШЕК ГУСЯ, НЕОБВАЛЕННЫЕ, ПРОЧИЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02075491,"СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ СУБПРОДУКТЫ ГУСЕЙ: ПЕЧЕНЬ, КРОМЕ ЖИРНОЙ"
0207549101,"ПЕЧЕНЬ ГУСИНАЯ, КРОМЕ ЖИРНОЙ, СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207549109,"ПРОЧАЯ ПЕЧЕНЬ ГУСИНАЯ, КРОМЕ ЖИРНОЙ, СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
02075499,СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ СУБПРОДУКТЫ ГУСЕЙ: ПРОЧАЯ ПЕЧЕНЬ
0207549901,"СУБПРОДУКТЫ ГУСИНЫЕ, ПРОЧИЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207549909,"ПРОЧИЕ СУБПРОДУКТЫ ГУСИНЫЕ, ПРОЧИЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
020755,"МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ГУСЕЙ ПРОЧИЕ, ЗАМОРОЖЕННЫЕ"
02075510,ЧАСТИ ТУШЕК ГУСЕЙ: ЗАМОРОЖЕННОЕ МЯСО ОБВАЛЕННОЕ
0207551001,"МЯСО ОБВАЛЕННОЕ, ГУСИНОЕ, ЗАМОРОЖЕННОЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207551009,"ПРОЧЕЕ МЯСО ОБВАЛЕННОЕ, ГУСИНОЕ, ЗАМОРОЖЕННОЕ"
02075521,"ЧАСТИ ТУШЕК ГУСЕЙ: ПОЛОВИНЫ ИЛИ ЧЕТВЕРТИНЫ, ЗАМОРОЖЕННОЕ"
0207552101,"ПОЛОВИНЫ ИЛИ ЧЕТВЕРТИНЫ, ГУСИНЫЕ, НЕОБВАЛЕННЫЕ, ЗАМОРОЖЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207552109,"ПРОЧИЕ ПОЛОВИНЫ ИЛИ ЧЕТВЕРТИНЫ, ГУСИНЫЕ, НЕОБВАЛЕННЫЕ, ЗАМОРОЖЕННЫЕ"
02075531,"ЧАСТИ ТУШЕК ГУСЕЙ: КРЫЛЬЯ ЦЕЛЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО, ЗАМОРОЖЕННОЕ"
0207553101,"КРЫЛЬЯ ЦЕЛЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО, ГУСИНЫЕ, ЗАМОРОЖЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207553109,"ПРОЧИЕ КРЫЛЬЯ ЦЕЛЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО, ГУСИНЫЕ, ЗАМОРОЖЕННЫЕ"
02075541,"ЧАСТИ ТУШЕК ГУСЕЙ: СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ, ЗАМОРОЖЕННОЕ"
0207554101,"СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ, ГУСИНЫЕ, ЗАМОРОЖЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207554109,"ПРОЧИЕ СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ, ГУСИНЫЕ, ЗАМОРОЖЕННЫЕ"
02075551,"ЧАСТИ ТУШЕК ГУСЕЙ: ГРУДКИ И КУСКИ ИЗ НИХ, ЗАМОРОЖЕННОЕ"
0207555101,"ГРУДКИ И КУСКИ ИЗ НИХ,ГУСИНЫЕ, ЗАМОРОЖЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207555109,"ПРОЧИЕ ГРУДКИ И КУСКИ ИЗ НИХ,ГУСИНЫЕ, ЗАМОРОЖЕННЫЕ"
02075561,"ЧАСТИ ТУШЕК ГУСЕЙ: НОЖКИ И КУСКИ ИЗ НИХ, ЗАМОРОЖЕННОЕ"
0207556101,"НОЖКИ И КУСКИ ИЗ НИХ, ГУСИНЫЕ, ЗАМОРОЖЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207556109,"ПРОЧИЕ НОЖКИ И КУСКИ ИЗ НИХ, ГУСИНЫЕ, ЗАМОРОЖЕННЫЕ"
02075571,"ЧАСТИ ТУШЕК ГУСЕЙ: ПАЛЕТОТЫ, ЗАМОРОЖЕННОЕ"
0207557101,"ПАЛЕТОТЫ ГУСИНЫЕ, ЗАМОРОЖЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207557109,"ПРОЧИЕ ПАЛЕТОТЫ ГУСИНЫЕ, ЗАМОРОЖЕННЫЕ"
02075581,"ПРОЧИЕ ЧАСТИ ТУШЕК ГУСЕЙ, ЗАМОРОЖЕННОЕ"
0207558101,"ПРОЧИЕ ЧАСТИ ТУШЕК ГУСЕЙ, НЕОБВАЛЕННЫЕ, ПРОЧИЕ, ЗАМОРОЖЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207558109,"ПРОЧИЕ ЧАСТИ ТУШЕК ГУСЕЙ, НЕОБВАЛЕННЫЕ, ПРОЧИЕ, ЗАМОРОЖЕННЫЕ"
02075593,ЗАМОРОЖЕННЫЕ СУБПРОДУКТЫ ГУСЕЙ: ЖИРНАЯ ПЕЧЕНЬ
0207559301,"ЖИРНАЯ ПЕЧЕНЬ, ГУСИНАЯ, ЗАМОРОЖЕННАЯ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207559309,"ПРОЧАЯ ЖИРНАЯ ПЕЧЕНЬ, ГУСИНАЯ, ЗАМОРОЖЕННАЯ"
02075595,ЗАМОРОЖЕННЫЕ СУБПРОДУКТЫ ГУСЕЙ: ПРОЧАЯ ПЕЧЕНЬ
0207559501,"ПРОЧАЯ ПЕЧЕНЬ, ГУСИНАЯ, ЗАМОРОЖЕННАЯ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207559509,"ПРОЧАЯ ПЕЧЕНЬ, ГУСИНАЯ, ЗАМОРОЖЕННАЯ,"
02075599,ПРОЧИЕ ЗАМОРОЖЕННЫЕ СУБПРОДУКТЫ ГУСЕЙ
0207559901,"ПРОЧИЕ СУБПРОДУКТЫ ГУСЕЙ, ЗАМОРОЖЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207559909,"ПРОЧИЕ СУБПРОДУКТЫ ГУСЕЙ, ЗАМОРОЖЕННЫЕ"
020760,МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ЦЕСАРОК
02076005,"ЦЕСАРКИ НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ"
0207600501,"ЦЕСАРКИ, НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207600509,"ПРОЧИЕ ЦЕСАРКИ, НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ"
02076010,"ЦЕСАРКИ, МЯСО ОБВАЛЕННОЕ, ЧАСТИ ТУШЕК"
0207601001,"МЯСО ЦЕСАРОК ОБВАЛЕННОЕ, СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИЛИ ЗАМОРОЖЕННОЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207601009,"МЯСО ЦЕСАРОК ОБВАЛЕННОЕ, СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИЛИ ЗАМОРОЖЕННОЕ, ПРОЧЕЕ"
02076021,"ЧАСТИ ТУШЕК ЦЕСАРОК:ПОЛОВИНЫ ИЛИ ЧЕТВЕРТИНЫ, НЕОБВАЛЕННОЕ"
0207602101,"ПОЛОВИНЫ ИЛИ ЧЕТВЕРТИНЫ ЦЕСАРОК, НЕОБВАЛЕННЫЕ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207602109,"ПРОЧИЕ ПОЛОВИНЫ ИЛИ ЧЕТВЕРТИНЫ ЦЕСАРОК, НЕОБВАЛЕННЫЕ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ"
02076031,"ЧАСТИ ТУШЕК ЦЕСАРОК: КРЫЛЬЯ ЦЕЛЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО, НЕОБВАЛЕННОЕ"
